ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
204,Thailand,TH,THA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.15,-0.148,-0.315,-0.027,-0.222,0.411,-0.051,-0.113,0.467,0.004,-0.48,0.04,0.355,-0.474,0.073,-0.543,0.047,0.23,0.536,0.448,0.251,0.076,0.385,0.038,0.231,0.013,0.691,0.208,0.237,0.456,0.588,0.29,0.224,0.265,0.584,0.132,0.283,1.35,0.345,-0.037,0.543,0.526,0.667,0.42,0.77,0.559,0.42,0.263,0.373,1.177,0.132,0.79,1.005,0.601,1.146,1.433,1.013,0.771,1.667,1.446,0.975,0.874,1.394,1.98
205,"Timor-Leste, Dem. Rep. of",TL,TLS,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.341,0.011,-0.624,-0.202,,0.118,-0.391,0.003,0.143,0.311,0.117,-0.184,0.638,-0.394,-0.412,-0.054,,0.742,0.27,0.333,0.679,-0.479,0.285,0.032,0.391,0.167,,,,-0.798,,,0.232,,0.044,0.117,-0.105,0.812,-0.119,,,,0.21,0.265,0.946,0.049,0.346,0.059,0.473,0.693,-0.342,-0.078,0.423,0.38,0.488,1.505,0.822,0.392,0.517,1.358,0.773,0.623,0.297,1.11
206,Togo,TG,TGO,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.116,-0.206,0.038,-0.18,-0.091,0.059,-0.231,-0.099,0.317,0.346,-0.168,0.186,0.589,-0.048,-0.184,-0.247,0.429,0.023,0.54,0.545,0.279,0.29,0.764,0.684,0.483,0.336,1.08,0.724,0.185,0.718,0.363,0.172,0.557,0.548,0.611,0.749,0.654,1.246,0.662,0.614,0.732,0.807,1.106,0.843,1.112,1.098,0.95,0.852,0.965,1.342,0.963,0.664,0.861,1.032,1.182,1.227,1.32,1.175,1.285,1.205,1.61,1.024,1.417,1.705
207,Tokelau,TK,TKL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.073,0.084,0.13,-0.301,-0.118,0.017,-0.299,-0.212,0.114,-0.384,-0.36,0.104,0.099,-0.279,-0.293,0.186,0.258,0.251,0.621,0.419,0.358,0.399,0.275,0.205,0.342,0.417,0.535,0.152,0.043,0.48,0.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Tonga,TO,TON,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.315,-0.199,-0.297,0.229,-0.612,-0.416,-0.211,0,-0.215,0.312,0.098,-0.037,0.456,0.111,0.071,-0.179,-0.025,0.162,0.247,0.212,0.141,0.185,0.09,0.305,0.215,-0.153,-0.198,0.782,0.436,0.372,0.335,0.214,-0.116,0.154,0.528,0.362,0.263,0.298,0.215,0.368,0.659,0.794,0.425,0.571,0.754,0.535,0.913,0.463,0.519,0.981,0.606,0.698,0.931,0.607,0.653,1.177,0.971,0.914,1.49,1.415,1.153,0.926,1.264,1.639
209,Trinidad and Tobago,TT,TTO,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.201,-0.115,0.307,-0.066,-0.146,0.156,-0.111,-0.18,0.492,0.297,-0.417,-0.214,0.044,-0.419,-0.438,-0.2,0.022,0.086,0.237,0.26,0.277,0.051,0.259,-0.108,-0.519,-0.287,0.436,0.308,-0.253,0.056,0.219,0.253,0.566,0.447,0.823,0.512,0.794,1.339,0.825,0.649,0.778,0.573,0.896,0.502,1.29,0.859,0.759,0.589,0.706,1.399,0.73,0.792,0.936,0.848,1.068,1.161,1.4,0.905,1.461,1.697,1.286,1.079,1.676,2.272
210,Tunisia,TN,TUN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.248,0.168,-0.014,0.382,-0.124,0.577,0.075,0.091,0.058,-0.172,-0.199,-0.333,-0.103,-0.31,-0.308,-0.685,0.644,-0.343,0.458,-0.166,0.107,0.837,0.259,-0.081,0.442,0.486,0.651,1.373,0.526,1.466,0.012,0.063,0.734,1.404,0.728,0.698,1.324,1.065,1.828,1.096,2.073,1.332,1.78,1.003,1.131,1.358,1.471,1.47,0.961,1.859,1.134,1.707,1.571,2.014,1.288,1.985,1.465,1.597,1.409,2.069,2.589,2.271,2.549,2.946
211,Turkmenistan,TM,TKM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.059,-0.144,0.299,1.417,-0.021,1.401,0.995,1.33,1.339,1.565,1.835,0.112,1.693,1.343,1.762,1.169,0.771,1.137,1.978,1.182,0.874,1.726,0.801,1.482,2.057,1.741,1.596,1.861,1.574,1.717,2.588,2.465,2.442
212,Turks and Caicos Islands,TC,TCA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.08,-0.226,0.045,0.254,-0.312,0.254,,,,,0.101,0.04,0.312,0.144,0.462,-0.146,0.389,0.843,0.187,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Tuvalu,TV,TUV,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.06,0.097,-0.021,-0.016,-0.318,0,-0.24,-0.255,0.205,0.08,-0.336,-0.097,0.174,-0.328,,-0.066,-0.068,0.051,0.229,0.271,0.128,0.005,-0.065,0.074,0.194,0.425,-0.029,0.056,-0.156,0.189,0.512,0.199,0.017,,0.422,0.386,0.433,0.214,0.415,0.523,0.784,0.816,0.569,0.657,0.805,0.662,0.753,0.37,0.68,0.94,0.83,0.637,0.708,0.671,0.822,0.945,1.037,0.999,1.102,1.22,0.714,0.687,1.218,1.404
214,Uganda,UG,UGA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.015,-0.288,-0.212,-0.26,-0.11,0.018,-0.064,-0.254,0.121,0.039,-0.141,0.113,0.387,-0.097,0.009,0.094,0.23,0.159,0.374,0.728,0.556,0.471,0.75,0.411,0.263,0.392,0.726,0.557,0.031,0.378,0.31,0.366,0.316,0.346,0.49,0.358,0.629,0.484,0.112,0.394,0.254,0.732,0.87,0.71,1.351,1.134,0.581,0.717,1.287,1.284,0.872,0.916,0.871,0.904,0.978,1.047,1.455,0.791,1.312,0.903,1.187,1.106,1.24,1.288
215,Ukraine,UA,UKR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.477,-0.725,1.161,0.957,-0.402,-0.325,0.742,1.169,1.434,1.804,1.55,-0.252,0.933,1.027,0.275,2.381,1.622,1.601,1.631,0.567,1.943,1.501,1.694,2.06,2.098,1.401,2.22,2.353,3.096,1.418,1.91,2.795,3.582
216,United Arab Emirates,AE,ARE,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.288,0.408,0.301,-0.296,0.157,0.224,-0.128,-0.704,0.447,0.32,-0.188,-0.805,-0.305,-0.409,-0.256,-0.459,0.459,0.102,0.487,0.457,0.33,-0.474,-0.829,-0.304,0.09,0.152,0.121,0.141,-0.33,0.249,-0.253,-0.673,-0.005,0.392,-0.194,0.326,-0.303,1.007,1.346,0.732,0.598,1.192,1.052,1.045,0.7,1.218,0.772,0.771,0.9,1.514,1.187,1.162,0.811,0.928,1.597,1.17,1.705,1.574,1.268,1.275,1.77,1.553,1.659,1.791
217,United Kingdom,GB,GBR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.496,-0.73,-0.866,0.025,-0.576,-0.14,0.217,-0.073,-0.216,-0.08,0.251,-0.058,0.201,-0.064,0.603,0.729,-0.325,0.066,-0.783,-0.024,0.171,0.112,0.343,0.333,-0.525,-0.597,-0.286,0.301,1.137,1.008,0.199,0.509,-0.026,0.402,1.111,-0.148,0.873,0.851,1.123,0.709,0.617,0.996,1.179,1.023,1.113,1.239,1.327,0.825,0.937,-0.065,0.837,0.562,0.359,1.704,0.594,1.149,1.412,0.988,1.222,1.369,0.927,1.911,1.477,1.492
218,United States,US,USA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.005,-0.025,0.426,-0.28,-0.358,-0.212,0.078,-0.078,-0.267,-0.023,-0.415,-0.261,-0.028,0.089,-0.371,-0.118,0.39,0.018,-0.328,0.413,0.873,-0.346,0.548,-0.23,-0.023,0.587,0.915,0.476,0.316,0.676,0.531,0.399,0.011,0.472,0.641,-0.001,0.393,1.276,0.76,1.005,0.792,0.954,0.991,0.866,1.155,1.029,1.143,0.211,0.401,0.701,0.541,1.458,0.616,0.509,1.533,2.216,1.421,1.267,1.023,1.315,1.155,1.202,1.199,1.95
219,United States Virgin Islands,VI,VIR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.072,-0.08,0.153,0.099,-0.304,-0.055,-0.313,-0.15,0.436,0.092,-0.199,0.042,0.176,-0.284,-0.198,-0.303,0.262,0.396,0.169,0.727,0.719,0.304,0.577,0.193,-0.014,0.164,0.71,0.589,0.122,0.57,0.534,0.42,0.511,0.655,0.713,0.428,0.585,1.204,0.632,0.27,0.715,0.96,0.931,0.486,0.875,0.693,1.007,0.516,0.667,1.209,0.532,0.876,0.83,1.02,1.269,1.164,1.098,0.836,0.992,1.353,0.809,0.863,1.171,1.497
220,Uruguay,UY,URY,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.411,-0.456,0.334,-0.759,0.185,-0.412,0.016,0.384,0.155,0.391,-0.33,0.236,-0.134,-0.064,0.01,-0.349,0.47,0.074,0.111,0.539,0.478,0.55,-0.065,0.101,0.414,0.73,0.301,-0.528,0.701,0.568,0.313,0.153,0.277,0.44,0.3,0.464,1.109,0.102,0.062,0.341,1.218,0.617,0.323,0.479,0.818,0.587,0.168,0.728,0.543,0.29,0.473,0.875,0.187,1.183,1.094,0.337,1.591,1.283,0.864,0.916,0.887,0.539,1.653,0.946
221,"Uzbekistan, Rep. of",UZ,UZB,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124,-0.209,-0.02,1.398,-0.44,1.551,0.503,1.316,1.399,1.567,1.836,0.148,1.931,1.373,1.57,1.377,0.707,1.065,1.787,1.052,0.686,1.541,0.178,1.393,2.276,1.761,1.016,1.912,1.694,1.508,2.578,2.386,2.103
222,Vanuatu,VU,VUT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.179,0.101,-0.157,0.228,-0.517,-0.203,-0.171,-0.321,0.079,0.293,0.01,-0.327,0.537,0.186,0.107,0.066,-0.041,0.015,-0.022,-0.011,-0.039,-0.111,0.095,0.001,0.416,-0.195,-0.281,0.581,0.007,0.24,-0.102,-0.108,-0.447,-0.172,0.241,0.32,0.008,0.743,0.931,0.659,0.481,0.48,0.217,0.33,0.423,0.304,0.763,0.61,0.318,0.792,0.509,0.196,0.52,0.455,0.461,0.97,0.89,0.261,0.653,0.991,0.903,1.206,0.778,1.156
223,"Venezuela, Rep. Bolivariana de",VE,VEN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.023,-0.18,-0.041,0.033,-0.163,0.205,-0.249,-0.195,0.491,0.173,-0.397,-0.085,0.325,-0.285,-0.283,-0.359,0.33,0.231,0.335,0.517,0.353,0.197,0.482,-0.027,-0.225,-0.021,0.55,0.264,-0.104,0.248,0.387,0.421,0.472,0.288,0.71,0.527,0.629,1.087,0.359,0.307,0.601,0.728,0.994,0.732,0.913,0.726,0.774,0.626,0.907,1.268,0.674,0.667,1.007,1.065,1.376,1.347,1.051,0.989,1.436,1.589,0.975,0.893,1.453,1.878
224,Vietnam,VN,VNM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.038,-0.215,-0.283,0.086,-0.02,0.486,-0.128,-0.295,0.556,-0.042,-0.462,0.023,0.447,-0.398,0.167,-0.57,-0.126,0.011,0.309,0.26,0.378,0.089,-0.015,-0.225,-0.116,-0.004,0.952,0.096,-0.052,0.303,0.528,0.013,0.245,0.282,0.293,-0.054,0.267,1.273,0.723,0.112,0.65,0.659,1.001,0.354,0.814,0.895,0.553,0.248,0.739,1.154,0.177,0.81,0.96,0.609,1.256,1.217,1.186,0.877,1.856,1.575,1.199,1.119,1.522,2.035
225,Wallis and Futuna Islands,WF,WLF,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.329,-0.045,0.131,0.19,-0.408,0.051,-0.252,-0.092,-0.205,0.058,-0.039,-0.114,0.366,0.13,-0.019,-0.116,-0.137,-0.042,0.117,0.091,0.051,-0.046,-0.051,-0.079,0.064,-0.125,-0.059,0.274,-0.004,0.216,0.152,-0.092,-0.314,-0.148,0.424,0.315,0.015,0.481,0.229,0.394,0.594,0.66,0.501,0.395,0.512,0.444,0.926,0.498,0.524,0.815,0.569,0.479,0.572,0.52,0.538,1.074,0.93,0.776,1.129,1.175,0.849,0.895,1.185,1.334
231,West Bank and Gaza,PS,PSE,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.109,0.803,0.834,-0.642,-0.034,0.595,-0.935,-0.111,0.229,0.197,-0.369,-0.516,-0.5,-0.28,-0.437,-0.599,-0.023,-0.104,0.581,-0.227,-0.245,-0.591,-1.093,-0.234,-0.006,0.028,-0.331,0.013,-0.187,-0.13,0.369,-1.055,-0.376,0.797,-0.164,0.341,-0.12,0.893,0.9,0.296,0.911,0.794,0.63,0.603,0.253,0.63,0.534,0.767,0.836,2.299,0.567,1.035,1.113,0.906,1.367,1.697,0.809,2.056,1.224,1.479,1.819,1.102,1.944,2.313
232,Western Sahara,EH,ESH,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.633,0.572,0.351,0.841,-0.305,0.314,-0.015,-0.378,0.301,0.609,-0.686,-1.102,0.01,-0.571,-0.231,-1.01,0.055,0.362,0.517,0.411,0.554,0.334,0.735,0.391,0.696,0.224,1.03,0.491,0.681,1.355,0.578,0.532,0.329,0.99,1.437,1.438,1.622,1.481,1.036,0.957,1.426,1.372,1.485,1.62,1.198,1.475,0.983,1.461,1.032,2.06,1.698,1.498,1.513,1.448,1.53,1.61,2.043,0.974,1.559,2.145,1.674,2.041,2.442,2.232
233,World,,WLD,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.206,0.031,0.175,-0.251,-0.251,0.185,-0.131,-0.102,-0.089,0.161,-0.089,-0.265,0.269,-0.21,0.091,-0.299,0.302,-0.028,0.2,0.35,0.483,0.046,0.453,0.126,-0.05,0.226,0.431,0.578,0.314,0.616,0.456,0.175,0.34,0.504,0.833,0.335,0.646,1.056,0.821,0.755,0.858,0.996,0.916,0.901,1.11,1.059,1.201,0.926,0.936,1.289,0.934,1.116,1.026,1.025,1.412,1.693,1.433,1.253,1.44,1.675,1.485,1.389,1.778,2.118
